city,jumlah_review,jumlah_view,location,price,product_id,quantity_sold,rating,shop_name,subcategory,title,Tanggal Pembelian,quantity
Jakarta,10,0,Jakarta,43750,259090288,18,5,LEMONE,Kaos,LEMONE Tumblr Tee-Kaos Cewe Premium-Baju Wanita Girl Power-Merah Muda,12-5-2017,18
Jakarta,18,0,Jakarta,78000,315603845,18,5,Prima Arum Shop,Blouse,MONELLINA FASHION BAJU BLOUSE ATASAN TANGAN PANJANG MURAH WANITA,28-11-2017,18
Jakarta,5,0,Jakarta,60000,296689699,18,5,jolie costume,Lingerie,JXX35W White Blue Lingerie Costume Sailor moon Baju Seksi Wanita putih,28-11-2017,18
Jakarta,12,0,Jakarta,99000,211970647,18,5,OXPREY59,Kaos, NEW PROMO TSHIRT  KAOS DISTRO COWOK CEWEK BAJU PRIA WANITA MURAH 1191,26-11-2017,18
Jakarta,18,0,Jakarta,70000,315617417,18,5,Prima Arum Shop,Blouse,MONELLINA FASHION BAJU BLOUSE ATASAN KERJA TANGAN PANJANG MURAH WANITA,25-11-2017,18
Kab. Bekasi,5,0,Kab. Bekasi,105000,201784750,18,5,Pedkey Butik,Blouse,Blouse Jumbo Baju Atasan Wanita Big Size Ukuran Besar FL697,23-11-2017,18
Jakarta,17,0,Jakarta,40000,317961203,18,5,Fariza Mufita,Blouse,FASHION PAKAIAN WANITA BELLE FASHION BAJU ATASAN BLOUSE KAOS MURAH,22-11-2017,18
Jakarta,17,0,Jakarta,34000,317959439,18,5,Fariza Mufita,Polo Shirt,PAKAIAN FASHION WANITA BELLE FASHION BAJU ATASAN BLOUSE KAOS MURAH,21-11-2017,18
Jakarta,17,0,Jakarta,49000,317931150,18,5,Fariza Mufita,Blouse,FASHION PAKAIAN WANITA BELLE FASHION BAJU ATASAN KAOS MURAH,19-11-2017,18
Jakarta,17,0,Jakarta,33000,317950690,18,5,Fariza Mufita,Blouse,PAKAIAN WANITA BELLE FASHION BAJU ATASAN T-SHIRT MURAH WANITA TUTON,19-11-2017,18
Jakarta,18,0,Jakarta,40000,317951671,18,5,Fariza Mufita,Polo Shirt,FASHION WANITA BELLE FASHION BAJU T- SHIRT LENGAN PANJANG MURAH WANITA,18-11-2017,18
Jakarta,18,0,Jakarta,45000,317935466,18,5,Fariza Mufita,Blouse,FASHION PAKAIAN WANITA BELLE FASHION BAJU BLOUSE ATASAN KAOS MURAH,17-11-2017,18
Jakarta,4,0,Jakarta,21500,300143507,18,5,Bikini Secret,Celana Tidur,CELANA DALAM WANITA GSTRING THONG SOREX BIKINI BRA BH LINGERIE BAJU CD,16-11-2017,18
Jakarta,60,0,Jakarta,175000,358517547,183,5,Fashionisty Modis,Dress Batik,Dress Batik Wanita Terbaru Dress Kerja Batik Baju Kerja Batik MODIS,16-11-2017,183
Kota Depok,86,0,Kota Depok,59900,226630126,187,5,Nina Colecction,Piyama,baju tidur piyama kimono dewasa wanita cantik,16-11-2017,187
Kota Bandung,93,0,Kota Bandung,169000,112195609,187,5,distro nirvana,Jaket,Jaket gaya cewek casual-baju santai distro wanita,15-11-2017,187
Kota Tangerang,59,0,Kota Tangerang,75000,293414539,188,5,AA Kasimura,Lingerie,Sexy Lingerie Baju Tidur Seksi Pakaian Dalam Wanita Dress Seksy,13-11-2017,188
Kota Depok,69,0,Kota Depok,58000,222591943,189,5,Nina Colecction,Piyama,piyama baju tidur dewasa wanita lengan panjang jumbo,11-12-2017,189
Jakarta,4,0,Jakarta,35000,166970204,19,5,rumahjeans,Kaos,Kaos Fashion wanita O Neck - Baju Wanita,11-10-2017,19
Kab. Pandeglang,8,0,Kab. Pandeglang,52000,219099700,19,5,JUDE SHOP,Blouse,Baju Atasan Blouse Tunik Wanita Baju Muslim Blus Muslim Louis Top,11-10-2017,19
Kota Bandung,7,0,Kota Bandung,50000,10225130,19,5,WareHouse Store,Blouse,ATASAN BLOUSE BAJU WANITA Kualitas Ekspor di Mall - Plaza,11-5-2017,19
Jakarta,7,0,Jakarta,54900,215084271,19,5,Batik Hengky,Dress Batik,Batik Hengky - Baju Daster Wanita Tidur Hamil Muslim Dress,11-5-2017,19
Kota Surakarta,8,0,Kota Surakarta,63000,204275772,19,5,batik kiani,Piyama,setelan baju tidur cp lorita busui full kancing wanita dewasa,11-5-2017,19
Jakarta,5,0,Jakarta,17000,187425386,19,4,Buana-Fashion,Kaos,Baju Wanita Motif Hammock Smile A0086,11-4-2017,19
Jakarta,13,0,Jakarta,24000,318055057,19,5,Ramdhanni,Polo Shirt,WANITA FASHION BFS BAJU T-SHIRT KAOS BOLA MURAH WANITA-CEWEK TERBARU,11-3-2017,19
Jakarta,9,0,Jakarta,68000,331268893,19,4,Miuw fashion shop,Piyama,PP LILO STITCH FRAME XL setelan piyama wanita ootd baju tidur karakter,11-2-2017,19
Jakarta,7,0,Jakarta,70000,326867670,19,5,Chel&#39;z Shop,Piyama,Baju Tidur Cewek-Wanita Piyama Pajamas Satin Embos Jumbo Big Size,11-2-2017,19
Jakarta,6,0,Jakarta,165000,305073738,19,5,Wegotstyleid,Daster,Daster Mewah Sapphire Blue Biru Organic Satin Baju Wanita Hamil Tidur,11-2-2017,19
Kab. Bandung,13,0,Kab. Bandung,57000,315223606,19,5,Zoyya,Kemeja,FASHION PAKAIAN WANITA PINK ROSE BAJU RAJUT ATASAN KEKINIAN BLOUSE,28-10-2017,19
Kota Bandung,6,0,Kota Bandung,75000,262868063,19,4,Beauty of Muslim,Maxi Dress,Baju Muslim Wanita - Dress Muslimah CROWN MAXI BALOTELLI WD (VAR 1),27-10-2017,19
Jakarta,17,0,Jakarta,40000,317932671,19,5,Fariza Mufita,Blouse,FASHION WANITA BELLE FASHION BAJU ATASAN MURAH WANITA SIERA - SHIREEN,27-10-2017,19
Jakarta,17,0,Jakarta,25000,317923271,19,5,Fariza Mufita,Blouse,PAKAIAN WANITA BELLE FASHION BAJU BLOUSE ATASAN KAOS MURAH WANITA,26-10-2017,19
Jakarta,17,0,Jakarta,46000,317929802,19,5,Fariza Mufita,Polo Shirt,WANITA FASHION BELLE FASHION BAJU ATASAN KAOS T-SHIRT MURAH,25-10-2017,19
Jakarta,18,0,Jakarta,70000,315609539,19,5,Prima Arum Shop,Blouse,MONELLINA FASHION BAJU BLOUSE ATASAN KERJA TANGAN PANJANG MURAH WANITA,24-10-2017,19
Kab. Bekasi,4,0,Kab. Bekasi,109000,210663835,19,5,Pedkey Butik,Blouse,Viola Bigsize Blouse Jumbo Baju Atasan Wanita Big Size Besar,21-10-2017,19
Kab. Bandung,13,0,Kab. Bandung,73500,294100782,19,5,azruly,Blouse,Baju Atasan Wanita Baju Muslim Blus Muslim Tunik Treefi Top,20-10-2017,19
Jakarta,13,0,Jakarta,80000,221077880,19,4,Risna shop,Jumpsuit,Set Nara Overall Baju Kodok Cewek ABG Setelan Wanita,19-10-2017,19
Jakarta,8,0,Jakarta,43750,257178945,19,5,LEMONE,Kaos,LEMONE Tumblr Tee-Kaos Cewe Spandek Premium-Baju Wanita Happy-Ungu,17-10-2017,19
Jakarta,19,0,Jakarta,63000,315597277,19,5,Prima Arum Shop,Blouse,MONELLINA FASHION BAJU BLOUSE ATASAN KERJA TANGAN PENDEK MURAH WANITA,16-10-2017,19
Jakarta,18,0,Jakarta,34000,315612621,19,5,Prima Arum Shop,Kaos,MONELLINA FASHION BAJU KAOS ATASAN TANGAN PENDEK MURAH WANITA KEKINIAN,15-10-2017,19
Jakarta,19,0,Jakarta,70000,315604299,19,5,Prima Arum Shop,Blouse,MONELLINA FASHION BAJU BLOUSE ATASAN KERJA MURAH WANITA KEKINIAN BUNGA,14-10-2017,19
Jakarta,2,0,Jakarta,89500,112633434,19,5,snowlyn,Midi Dress,WOMEN DREES FOREVER LONG SLEEVE Pakaian Dress Baju Gaun Wanita Branded,13-10-2017,19
Kota Medan,4,0,Kota Medan,150000,358559341,19,5,tifanystoree,Blouse,baju atasan blouse wanita mimi laser sabrina bahan twiscone-maroon,10-12-2017,19
Jakarta,5,0,Jakarta,79999,253505412,19,4,OXPREY59,Kaos,kaos lengan panjang pria wanita baju distro  long sleeve tshirt 624z,10-12-2017,19
Jakarta,43,0,Jakarta,75000,283249942,190,5,sister 22,Mini Dress,Baju wanita dress Gucci import High Quality,10-10-2017,190
Jakarta,3,0,Jakarta,61000,349835788,191,5,Licht Market,Piyama,SETELAN BAJU TIDUR WANITA MOTIF BUNGA PAJAMAS WANITA ROSE WHITE LICHT,10-9-2017,191
Jakarta,62,0,Jakarta,36000,274553098,195,5,Winnerr Store,Kaos,048 Kaos tshirt baju tumblr tee cewek wanita Adidas Floral,10-7-2017,195
Jakarta,70,0,Jakarta,44000,175130985,196,4,RisRus Apparel,Blouse,PAKAIAN WANITA ERIKA TOP | BAJU ATASAN WANITA | BLOUSE WANITA,10-6-2017,196
Jakarta,94,0,Jakarta,85000,154722409,197,5,Pikoi_id,Blouse Batik,PROMO Baju Batik Modern Wanita - Batik Lengan Panjang - Batik Kantor,10-4-2017,197
Kota Bandung,20,0,Kota Bandung,55000,286964916,199,5,Central Jacket Bandung,Blouse,Atasan Blouse Wanita Baju Muslim Blus Muslim Lesa Long Tunik,10-3-2017,199
Kota Surakarta,1,0,Kota Surakarta,130000,331386171,2,5,myfashion,Setelan,Baju Setelan Wanita Atasan Celana Hermes Set #2,10-3-2017,2
Kota Surakarta,1,0,Kota Surakarta,55000,180077655,2,5,YUCWHOLESALE,Blouse,felsa blouse black - tunik - top - atasan wanita - baju murah,10-2-2017,2
Kota Surakarta,1,0,Kota Surakarta,125000,320308207,2,5,Batik Rini,Blouse,Blouse import-blouse murah-baju kantor-atasan kantor wanita,10-2-2017,2
Kota Surakarta,1,0,Kota Surakarta,125000,215611154,2,5,myfashion,Maxi Dress,Baju Terusan Wanita Muslim Longdress Tike jumbo maxy,10-1-2017,2
Kota Bandung,1,0,Kota Bandung,129900,333187144,2,5,Sarung Tenun Bandung,Setelan,setelan baju olahraga wanita kaos celana senam zumba pilates navy,28-09-2017,2
Jakarta,1,0,Jakarta,47000,308381799,2,5,invapedia,Setelan,Setelan celana panjang cardi baju pakaian murah wanita,28-09-2017,2
Kota Surakarta,1,0,Kota Surakarta,120000,367109912,2,5,myfashion,Blouse,Baju Atasan Wanita Muslim Blouse Diva Tunik Hasna,27-09-2017,2
Kota Bandung,1,0,Kota Bandung,65000,131274949,2,5,Galeri Baju Rajut,Sweater,Baju Rajut Wanita Korea Slit Sweater Emerald Murah,27-09-2017,2
Kota Surakarta,1,0,Kota Surakarta,110000,207526598,2,5,myfashion,Blouse,Baju Atasan Wanita Muslim Blouse Glori jeans,26-09-2017,2
Jakarta,1,0,Jakarta,195000,243704949,2,5,nctshop indonesia,Piyama,satin Short Pants Piyama Ash Green  - Baju tidur satin sutra wanita,26-09-2017,2
Kota Surakarta,1,0,Kota Surakarta,99500,282783198,2,5,Pabrik Baju Batik,Blouse Batik,Rok dan Blus Takashimaya Prodo | baju batik wanita,25-09-2017,2
Jakarta,1,0,Jakarta,160000,279611390,2,5,luv luv collection,Midi Dress,oi574- baju terusan wanita dress import biru-merah,25-09-2017,2
Jakarta,1,0,Jakarta,235000,247907679,2,5,Batik Nisa Colection,Dress Batik,Baju Batik Dress Terusan Wanita Sido Luhur Katun Cap Malam Etnik,22-09-2017,2
Kota Surakarta,1,0,Kota Surakarta,100000,286747975,2,5,myfashion,Blouse,Baju Atasan Wanita Muslim Blouse Wilmy,22-09-2017,2
Jakarta,2,0,Jakarta,38500,308716881,2,5,LV.co Tanah abang,Piyama,Damai fashion jakarta -baju tidur wanita MOUSE BROWNCITY - murah,22-09-2017,2
Jakarta,1,0,Jakarta,38999,292567163,2,5,Lajava Shop,Blouse,Pakaian - baju wanita - cewek atasan Blouse | Fashion Hemsa,21-09-2017,2
Kota Bogor,1,0,Kota Bogor,249000,300210299,2,5,KCsleepwear,Piyama,XL Piyama Wanita Rayon Baju Celana Tidur Daster Couple Dewasa Katun Ca,18-09-2017,2
Jakarta,2,0,Jakarta,225000,243811659,2,5,nctshop indonesia,Piyama,Satin long Pants Piyama Navy - Baju tidur satin sutra wanita dewasa,18-09-2017,2
Kota Bogor,1,0,Kota Bogor,229000,203146126,2,5,KCsleepwear,Piyama,Piyama Wanita Celana Tidur Baju Couple Daster Satin Katun Dewasa Polar,17-09-2017,2
Jakarta,2,0,Jakarta,85000,220264055,2,5,mikala onlineshop,Daster,"Daster karakter,daster wanita murah,baju tidur polos,piyama online,BC",17-09-2017,2
Jakarta,2,0,Jakarta,93000,237182533,2,5,Baju Murah Calvino,Blouse,"Baju Santai Wanita Online, Baju Santai Wanita Terbaru",13-09-2017,2
Jakarta,2,0,Jakarta,43000,321840885,2,5,TariJon shop,Blouse,Tj 44572 Baju atasan blouse wanita murah terlaris,13-09-2017,2
Jakarta,1,0,Jakarta,47000,320675739,2,5,TariJon shop,Blouse,Tj 48408 Baju atasan blouse wanita murah terlaris,9-10-2017,2
Kota Bandung,2,0,Kota Bandung,50000,227618371,2,5,THE FASHION ROOM,Blouse,Kitty 2 - baju murah atasan kaos cewek wanita remaja lengan panjang ,9-9-2017,2
Kota Surakarta,1,0,Kota Surakarta,115000,241511819,2,5,Arumi Batik,Dress Batik,Dress Terusan Blouse Atasan Baju Seragam Wanita Batik 2164 Tosca,9-9-2017,2
Jakarta,1,0,Jakarta,95000,308168670,2,5,Amelie Butik Wholesale,Kemeja,Baju Atasan Kemeja Wanita Import Tunik AB58215 Hitam Putih Pink Biru,9-8-2017,2
Kota Surabaya,1,0,Kota Surabaya,105000,299967406,2,5,Kawai First Hand BKK,Maxi Dress,69088 BAJU WANITA DRESS CANTIK IMPOR MURAH,9-6-2017,2
Jakarta,1,0,Jakarta,30690,360796597,2,5,The Muljadi&#39;s,Piyama,Dress piyama baju tidur wanita baby doll motif BUNGA murah - FCG048,9-5-2017,2
Jakarta,1,0,Jakarta,145000,309502298,2,5,Amelie Butik Wholesale,Cardigan,Baju Outer Cardigan Kardigan Wanita Korea Import AB933697 Putih White,9-3-2017,2
Jakarta,1,0,Jakarta,119000,64322247,2,5,wiloo,Piyama,baju tidur-piyama wanita motif little owl celana panjang kerah sabrina,9-2-2017,2
Kab. Garut,2,0,Kab. Garut,55000,33911366,2,5,Griya Batik SS,Blouse Batik,Blus batik | Baju batik wanita - size L,9-2-2017,2
Jakarta,1,0,Jakarta,89000,258827096,2,5,AsQueen shop,Maxi Dress,gamis maxi aster marun dres baju muslim fashion wanita,9-2-2017,2
Jakarta,1,0,Jakarta,94000,216384709,2,5,AsQueen shop,Maxi Dress,maxi ruby hitam fashion wanita gamis dres baju muslim,9-2-2017,2
Kota Surabaya,2,0,Kota Surabaya,70000,311854185,2,5,MULTY FASHION SHOP,Kaos,No 5 - 8 Kaos Cewek- wanita- Baju Tumblr Tee - Kaos Santai Murah,9-2-2017,2
Jakarta,1,0,Jakarta,70000,190789089,2,5,Komutan Shop,Blouse,Amor Tunic - Tunik Baju Atasan Wanita Muslim Top Blouse Kemeja Hijab T,9-1-2017,2
Kota Surakarta,2,0,Kota Surakarta,85000,330495679,2,5,myfashion,Blouse,Baju Atasan Wanita Muslim Blouse Chiko,28-08-2017,2
Jakarta,1,0,Jakarta,51000,271421329,2,5,grosir fashion woman,Blouse,ATASAN BLOUSE WANITA TUNIK BAJU MUSLIM TERMURAH 58205 vest kyla,28-08-2017,2
Jakarta,1,0,Jakarta,96500,278854828,2,5,Fashion-21,Crop Top,Baju Atasan Wanita Sexy Tank Top WhiteBlack Stripe Crop Import Origina,26-08-2017,2
Jakarta,1,0,Jakarta,129500,287950606,2,5,Fashion-21,Kaos,Baju Kaos T-Shirt Wanita Khaki Summer One (M) Import Original,25-08-2017,2
Jakarta,1,0,Jakarta,124500,174841478,2,5,Fashion-21,Kaos,Baju Atasan Wanita Import Original Blue Tri-Stripe Wavy (S),24-08-2017,2
Kota Tangerang,2,0,Kota Tangerang,89000,184603286,2,5,claire-ken,Daster,Daster Piyama Wanita-Doraemon Likes Dorayaki Dress Pajamas- Baju Tidur,22-08-2017,2
Jakarta,1,0,Jakarta,88360,358664156,2,5,viney,Blouse,"34748 (M,L,XL)- Blue Baju Atasan Kemeja Kerja Wanita Blouse Import",19-08-2017,2
Kota Surakarta,1,0,Kota Surakarta,120000,357281467,2,5,myfashion,Maxi Dress,Baju Setelan Wanita Atasan Celana Fendo Set Syabil,19-08-2017,2
Kab. Bojonegoro,2,0,Kab. Bojonegoro,2200000,351092084,2,5,autostoreone,Midi Dress,Baju Pesta Wanita Dress Burgundy Second,19-08-2017,2
Kota Surakarta,1,0,Kota Surakarta,145000,338695677,2,5,myfashion,Setelan,Baju Setelan Wanita Atasan Celana Fendi #4 Sett,19-08-2017,2
Jakarta,2,0,Jakarta,87000,362200136,2,5,G.collection,Dress Batik,Baju batik wanita - dress batik wanita 317 PRG3,17-08-2017,2
Jakarta,1,0,Jakarta,62000,319075399,2,5,Super Model,Blouse,KIMONO STRIPPY [Baju Atasan Wanita 0128] RHP,16-08-2017,2
Jakarta,1,0,Jakarta,31000,332681349,2,5,Super Model,Blouse,Filaa Tee [Baju Atasan Wanita 0133] RIR,16-08-2017,2
Jakarta,1,0,Jakarta,38000,327442147,2,5,Super Model,Kaos,Cott L Unisex filaa [Baju Atasan Wanita 0132] RIF,14-08-2017,2
Jakarta,1,0,Jakarta,81200,32899724,2,5,BSHOP Fashion Import,Lingerie,Dress Black n Dot Flowe - Baju Wanita Import - Gaun Wanita,8-10-2017,2
Kota Surakarta,1,0,Kota Surakarta,105000,357016623,2,5,myfashion,Blouse,Baju Atasan Wanita Muslim Blouse Laviola Jeans Tunik Invens,8-9-2017,2
Jakarta,1,0,Jakarta,70000,221220111,2,5,rvj store,Piyama,piyama wanita - baju tidur wanita,8-9-2017,2
Kota Surakarta,1,0,Kota Surakarta,99000,124038952,2,5,myfashion,Blouse,BAJU ATASAN WANITA BLOUSE MUSLIM TUNIC FAIRRI TUNIK,8-8-2017,2
Kota Surakarta,1,0,Kota Surakarta,140000,364969774,2,5,myfashion,Setelan,Baju Setelan Wanita Atasan Rok Dina Set Hanif,8-7-2017,2
Kota Bandung,1,0,Kota Bandung,57000,294730966,2,5,Big E-Commerce,Sweater,Sweater Wanita SHINDI BLACK TRIBAL RAJUT TERMURAH BAJU SWEATER TERLAR,8-7-2017,2
Kota Bandung,2,0,Kota Bandung,105000,336828260,2,5,onestore99,Kaos,Baju Busana Muslim Wanita Gamis AFIDA Dress Terbaru,8-6-2017,2
Jakarta,1,0,Jakarta,162000,208994113,2,5,Dress Tidur Vina,Daster,"Sexy lingerie murah | Baju tidur wanita babydoll wanuta SS136, SIZE L",8-6-2017,2
Kota Bandung,1,0,Kota Bandung,82000,322688649,2,5,RJ-Fashion,Maxi Dress,Sweet Love Dress (WL) | Baju Gamis Wanita | | Maxi Dress,8-4-2017,2
Jakarta,1,0,Jakarta,34999,358330257,2,5,SheillyShop,Blouse,atasan wanita murah - blouse jumbo - baju big size wanita - baju jumbo,8-4-2017,2
Kota Surakarta,2,0,Kota Surakarta,150000,335147873,2,5,myfashion,Maxi Dress,Baju Terusan Wanita Muslim Longdress Shren 1 Maxy,8-3-2017,2
Kota Surakarta,2,0,Kota Surakarta,150000,256475491,2,5,myfashion,Maxi Dress,Baju Terusan Wanita Muslim Longdress Parfume Party Maxy,8-2-2017,2
Jakarta,1,0,Jakarta,129000,255436804,2,5,Fashion-21,Kaos,Baju Kaos Lengan Panjang Wanita Khaki Basic Rib Import Original,8-1-2017,2
Kota Surakarta,2,0,Kota Surakarta,125000,248964738,2,5,myfashion,Maxi Dress,Baju Terusan Wanita Muslim Longdress Shireen Maxy,28-07-2017,2
Jakarta,1,0,Jakarta,255000,201556228,2,5,Wegotstyleid,Piyama,Piyama Mewah Pink Muda Satin Organic Baju Tidur Wanita Cewek PSO13,28-07-2017,2
Kota Bandung,1,0,Kota Bandung,119900,323913614,2,5,Sarung Tenun Bandung,Setelan,setelan kaos celana baju olahraga wanita senam zumba aerobik merah,26-07-2017,2
Kota Bandung,1,0,Kota Bandung,90000,346800517,2,5,Qu Store,Blouse,"BAJU ATASAN HIJABERS TERKINI LOOSE TUNIK HOODIE, BAJU ATASAN WANITA",25-07-2017,2
Kota Surakarta,2,0,Kota Surakarta,120000,295070676,2,5,myfashion,Maxi Dress,Baju Terusan Wanita Muslim Longdress Seruti Maxy,22-07-2017,2
Jakarta,2,0,Jakarta,44900,266084519,2,5,CHILITEE,Kaos,LEMONE T-shirt Kaos Cewe Spandek Premium Baju Wanita 600SS601364 Brick,22-07-2017,2
Kota Bandung,2,0,Kota Bandung,110000,319904240,2,5,Beauty of Muslim,Setelan,ANDARA SET 2 IN 1 BD (VAR) C1 BAJU SETELAN WANITA - MUSLIM,21-07-2017,2
Kab. Bogor,2,0,Kab. Bogor,79000,117875299,2,5,Brado Mall,Blouse,Baju Rajut Wanita- Baju Rajut Murah Boho Burgundy,20-07-2017,2
Jakarta,1,0,Jakarta,64900,316797361,2,5,Batik Hengky,Dress Batik,Batik Hengky - LD serot Teruntum - Baju Tidur Wanita Dress Daster,20-07-2017,2
Jakarta,1,0,Jakarta,111680,271293639,2,5,viney,Vest,"32774 - Black,Brown,White Knitted Casual - Vest baju atasan wanita",17-07-2017,2
Jakarta,2,0,Jakarta,52001,203504616,2,5,VOELTOEZ SHOP,Blouse,vbn b top whiterlili twistcone - baju wanita blouse kaos atasan top,15-07-2017,2
Jakarta,1,0,Jakarta,44900,270513714,2,5,CHILITEE,Kaos,LEMONE T-shirt Kaos Cewe Spandek Premium Baju Wanita KAE100020 Ungu,14-07-2017,2
Kota Surakarta,1,0,Kota Surakarta,115000,267414669,2,5,myfashion,Blouse,Baju Atasan Wanita Muslim Blouse Zulfa Jumbo,7-9-2017,2
Kota Bekasi,2,0,Kota Bekasi,85000,173812356,2,5,Toko Batik Dewi,Blouse Batik,Blouse Batik Yogyakarta | Baju Atasan Wanita | Blus Batik Jogja,7-9-2017,2
Jakarta,1,0,Jakarta,109000,124330145,2,5,wiloo,Piyama,baju tidur wanita dot star lengan pendek-cln seksi merah,7-5-2017,2
Kota Bandung,2,0,Kota Bandung,130000,181518235,2,5,OPTIMUM OLSHOP,Kaos,KAOS BAJU PANJANG WANITA PEREMPUAN TERBAIK LAHIR BULAN NOVEMBER 01,7-5-2017,2
Jakarta,1,0,Jakarta,99000,179858228,2,5,wiloo,Piyama,baju tidur wanita kaos combi-s cln bahan woven lgn pdk-cln seksi p.fus,7-4-2017,2
Jakarta,1,0,Jakarta,52000,210313483,2,5,miss mode,Blouse,BLUS BAJU ATASAN PAKAIAN KAOS KEMEJA WANITA GROSIR BASIC SIMPLE MURAH,7-3-2017,2
Jakarta,2,0,Jakarta,50000,232820102,2,5,GODDEOS,Lingerie,Fashion Lingerie Sexy TSC Baju Tidur Wanita Include Pants,7-3-2017,2
Kota Surakarta,1,0,Kota Surakarta,100000,197460747,2,5,myfashion,Blouse,Baju Atasan Wanita Jeans Blouse Delta top,7-1-2017,2
Kota Bandung,1,0,Kota Bandung,200000,188160655,2,5,Tukang Baju,Blazer,Baju Muslim Wanita Blazer Muslimah Hitam Shanghai Coat,27-06-2017,2
Kota Surakarta,1,0,Kota Surakarta,120000,248987514,2,5,myfashion,Blouse,Baju Atasan Wanita Muslim Blouse Zuha Tunik,25-06-2017,2
Jakarta,1,0,Jakarta,255000,201473307,2,5,Wegotstyleid,Piyama,Piyama Mewah Dusty Blue Rosy Satin Baju Tidur Pajamas Wanita PSR18,25-06-2017,2
Kota Bekasi,1,0,Kota Bekasi,99000,173093974,2,5,Toko Batik Dewi,Blouse Batik,blouse batik yogyakarta | baju atasan wanita | blus batik,24-06-2017,2
Jakarta,1,0,Jakarta,92500,121500756,2,5,Yuphoria Shop,Setelan,Baju Tidur Setelan Lengan Panjang Piyama Wanita Cewek - Cathy Lucu,22-06-2017,2
Jakarta,2,0,Jakarta,25000,182142474,2,5,Arabela Shop,Blouse,Baju Atasan Wanita Real Picture,21-06-2017,2
Jakarta,2,0,Jakarta,90000,305845954,2,5,clothbelove,Blouse Batik,Sweden Top Super Jumbo - Baju Batik Jumbo Blouse Wanita Bigsize XXL,21-06-2017,2
Jakarta,2,0,Jakarta,119000,285733634,2,5,Fashion-21,Crop Top,Baju Atasan Wanita Black Sexy Cut (L) Import Original,20-06-2017,2
Kab. Garut,2,0,Kab. Garut,59000,284164589,2,5,pastelloco,Daster,Daster Wanita Daster Tidur Daster Lucu Piyama Tidur Baju Tidur,19-06-2017,2
Jakarta,2,0,Jakarta,119000,191858486,2,5,wiloo,Piyama,baju tidur wanita setelan kaos lengan pendek -celana pjg lt.yellow,18-06-2017,2
Kota Bekasi,2,0,Kota Bekasi,65000,357362574,2,5,Pattern Indo,Blouse Batik,BAJU ATASAN BLOUSE BATIK WANITA KERJA KANTOR KATUN MODERN MURAH,17-06-2017,2
Jakarta,2,0,Jakarta,55000,358206130,2,5,Feli Online Shop,Piyama,baju tidur wanita-cewek piyama satin murah,17-06-2017,2
Kota Bandung,2,0,Kota Bandung,200000,188160283,2,5,Tukang Baju,Blazer,Baju Muslim Wanita Murah Krem Shanghai Coat Muslimah,16-06-2017,2
Jakarta,2,0,Jakarta,262000,243094938,2,5,Revina Collection,Blazer,Setelan baju blazer-Exclusive blazer wanita warna putih kode 192,15-06-2017,2
Jakarta,2,0,Jakarta,99000,144509948,2,5,wiloo,Piyama,baju tidur wanita dot-dot lengan pendek-celana seksi maroon,13-06-2017,2
Kota Bandung,2,0,Kota Bandung,79997,276519376,2,5,Multishop_bandung,Sweater,COUPLE 09 - baju rajut - sweater rajut - baju cuople - baju wanita,6-12-2017,2
Jakarta,1,0,Jakarta,56500,55940996,2,5,etalase asep,Cardigan,Cardigan Wanita - Long Twist Cardy - baju korea,6-11-2017,2
Kota Surabaya,1,0,Kota Surabaya,120000,1432960,2,5,Ramayana Grosir,Lingerie,Baju Seksi (Role Playing) Pilot Wanita,6-11-2017,2
Kota Surakarta,2,0,Kota Surakarta,95000,253233638,2,5,myfashion,Blouse,Baju Atasan Wanita Muslim Blouse Rose Tunik,6-10-2017,2
Kab. Pekalongan,7,0,Kab. Pekalongan,68000,271327510,20,5,Batik Alita,Blouse Batik,Blouse Batik Wanita- Atasan Wanita- Baju Kemeja Wanita Batik Kerja 06,6-7-2017,20
Jakarta,3,0,Jakarta,34000,289036404,20,5,Buana-Fashion,Blouse,Baju Atasan Blouse Wanita Murah with Side Strap A302,6-6-2017,20
Jakarta,8,0,Jakarta,74000,186953837,20,4,chantyshop,Blouse,baju atasan kemeja tunik cewek wanita lengan panjang - Zalsabil blouse,6-6-2017,20
Jakarta,3,0,Jakarta,13999,340045354,20,5,Millennia Fashion,Kaos,Stevia Top-Baju Atasan Wanita-Kaos Lengan Panjang-Kaos Wanita Stevi,6-5-2017,20
Jakarta,7,0,Jakarta,22500,201330538,20,5,CepzShop,Piyama,Baju Tidur Wanita Piyama Cewek Daster Rok,6-4-2017,20
Kota Depok,6,0,Kota Depok,54900,271348133,20,5,Nina Colecction,Piyama,baju tidur piyama dewasa wanita cantik murah,6-3-2017,20
Kota Surakarta,6,0,Kota Surakarta,109500,249329099,20,4,Pabrik Baju Batik,Blouse Batik,Rok & Blus Narita PJ | Pabrik Baju Batik Wanita Grosir Murah Solo,6-3-2017,20
Kota Surakarta,7,0,Kota Surakarta,125000,218527177,20,5,anitaolshop,Kebaya,batik wanita- batik pesta- baju batik lilit -batwing rossbela baloteli,6-3-2017,20
Kab. Banyumas,14,0,Kab. Banyumas,45000,256870026,20,5,Nafa Division,Blouse,Atasan Wanita Modis Sweater Rajut Roundhand Cewek Fringe Blouse Baju,6-2-2017,20
